"","ID","deltaPSI","status","AS_type","differ","chr","Total_length_bp","log_length"
"178",1078,0.152,"old","RI",1,"chr16",90338345,7.95587213001604
"179",1079,0.175,"old","RI",1,"chr16",90338345,7.95587213001604
"180",1080,0.248,"old","RI",1,"chr16",90338345,7.95587213001604
"181",1083,0.155,"old","RI",1,"chr16",90338345,7.95587213001604
"182",1084,0.112,"old","RI",1,"chr16",90338345,7.95587213001604
"183",1094,0.304,"old","RI",1,"chr16",90338345,7.95587213001604
"184",1095,0.2,"old","RI",1,"chr16",90338345,7.95587213001604
"185",1098,0.229,"old","RI",1,"chr16",90338345,7.95587213001604
"186",1100,0.275,"old","RI",1,"chr16",90338345,7.95587213001604
"187",1103,0.124,"old","RI",1,"chr16",90338345,7.95587213001604
"188",1104,0.132,"old","RI",1,"chr16",90338345,7.95587213001604
"189",1120,0.114,"old","RI",1,"chr16",90338345,7.95587213001604
"190",1129,0.259,"old","RI",1,"chr16",90338345,7.95587213001604
"191",1130,0.273,"old","RI",1,"chr16",90338345,7.95587213001604
"192",1140,0.252,"old","RI",1,"chr16",90338345,7.95587213001604
"193",1141,0.329,"old","RI",1,"chr16",90338345,7.95587213001604
"194",1152,0.157,"old","RI",1,"chr16",90338345,7.95587213001604
"195",1172,0.169,"old","RI",1,"chr16",90338345,7.95587213001604
"196",1177,0.202,"old","RI",1,"chr16",90338345,7.95587213001604
"197",1180,0.152,"old","RI",1,"chr16",90338345,7.95587213001604
"198",1194,0.287,"old","RI",1,"chr16",90338345,7.95587213001604
"199",1195,0.287,"old","RI",1,"chr16",90338345,7.95587213001604
"200",1198,0.271,"old","RI",1,"chr16",90338345,7.95587213001604
"201",1199,0.253,"old","RI",1,"chr16",90338345,7.95587213001604
"202",1201,0.17,"old","RI",1,"chr16",90338345,7.95587213001604
"203",1204,0.162,"old","RI",1,"chr16",90338345,7.95587213001604
"204",1205,0.212,"old","RI",1,"chr16",90338345,7.95587213001604
"205",1206,0.268,"old","RI",1,"chr16",90338345,7.95587213001604
"206",1207,0.126,"old","RI",1,"chr16",90338345,7.95587213001604
"207",1208,0.115,"old","RI",1,"chr16",90338345,7.95587213001604
"208",1211,0.205,"old","RI",1,"chr16",90338345,7.95587213001604
"209",1213,0.21,"old","RI",1,"chr16",90338345,7.95587213001604
"210",1220,0.267,"old","RI",1,"chr16",90338345,7.95587213001604
"211",1228,-0.278,"young","RI",0,"chr16",90338345,7.95587213001604
"212",1233,0.132,"old","RI",1,"chr20",64444167,7.80918361440696
"213",1235,0.186,"old","RI",1,"chr20",64444167,7.80918361440696
"214",1252,0.24,"old","RI",1,"chr15",101991189,8.00856265476227
"215",1253,0.188,"old","RI",1,"chr15",101991189,8.00856265476227
"216",1254,0.265,"old","RI",1,"chr15",101991189,8.00856265476227
"217",1256,0.132,"old","RI",1,"chr15",101991189,8.00856265476227
"218",1263,0.222,"old","RI",1,"chr15",101991189,8.00856265476227
"219",1278,0.196,"old","RI",1,"chr15",101991189,8.00856265476227
"220",1282,0.241,"old","RI",1,"chr15",101991189,8.00856265476227
"221",1289,0.2,"old","RI",1,"chr15",101991189,8.00856265476227
"222",1290,0.231,"old","RI",1,"chr15",101991189,8.00856265476227
"223",1291,0.178,"old","RI",1,"chr15",101991189,8.00856265476227
"224",1305,0.234,"old","RI",1,"chr15",101991189,8.00856265476227
"225",1306,0.116,"old","RI",1,"chr15",101991189,8.00856265476227
"226",1307,0.26,"old","RI",1,"chr15",101991189,8.00856265476227
"227",1310,-0.108,"young","RI",0,"chr16",90338345,7.95587213001604
"228",1321,0.232,"old","RI",1,"chr15",101991189,8.00856265476227
"229",1322,0.259,"old","RI",1,"chr15",101991189,8.00856265476227
"230",1353,0.173,"old","RI",1,"chr15",101991189,8.00856265476227
"231",1363,0.12,"old","RI",1,"chr15",101991189,8.00856265476227
"232",1364,0.265,"old","RI",1,"chr15",101991189,8.00856265476227
"233",1365,-0.26,"young","RI",0,"chr15",101991189,8.00856265476227
"234",1366,0.2,"old","RI",1,"chr15",101991189,8.00856265476227
"235",1397,0.328,"old","RI",1,"chr22",50818468,7.70602156844408
"236",1398,0.379,"old","RI",1,"chr22",50818468,7.70602156844408
"237",1399,0.39,"old","RI",1,"chr22",50818468,7.70602156844408
"238",1400,0.285,"old","RI",1,"chr22",50818468,7.70602156844408
"239",1401,0.265,"old","RI",1,"chr22",50818468,7.70602156844408
"240",1403,0.205,"old","RI",1,"chr20",64444167,7.80918361440696
"241",1407,0.3,"old","RI",1,"chr14",107043718,8.02956118524102
"242",1424,0.163,"old","RI",1,"chr14",107043718,8.02956118524102
"243",1440,0.249,"old","RI",1,"chr14",107043718,8.02956118524102
"244",1444,0.215,"old","RI",1,"chr14",107043718,8.02956118524102
"245",1459,0.103,"old","RI",1,"chr14",107043718,8.02956118524102
"246",1460,0.288,"old","RI",1,"chr14",107043718,8.02956118524102
"247",1461,0.204,"old","RI",1,"chr14",107043718,8.02956118524102
"248",1463,0.106,"old","RI",1,"chr14",107043718,8.02956118524102
"249",1464,0.285,"old","RI",1,"chr14",107043718,8.02956118524102
"250",1472,0.187,"old","RI",1,"chr14",107043718,8.02956118524102
"251",1473,0.107,"old","RI",1,"chr14",107043718,8.02956118524102
"252",1480,0.227,"old","RI",1,"chr14",107043718,8.02956118524102
"253",1484,0.174,"old","RI",1,"chr14",107043718,8.02956118524102
"254",1491,0.267,"old","RI",1,"chr14",107043718,8.02956118524102
"255",1495,0.197,"old","RI",1,"chr14",107043718,8.02956118524102
"256",1497,0.155,"old","RI",1,"chr14",107043718,8.02956118524102
"257",1505,0.166,"old","RI",1,"chr14",107043718,8.02956118524102
"258",1508,-0.367,"young","RI",0,"chr14",107043718,8.02956118524102
"259",1512,-0.378,"young","RI",0,"chr14",107043718,8.02956118524102
"260",1520,0.241,"old","RI",1,"chr14",107043718,8.02956118524102
"261",1521,0.244,"old","RI",1,"chr14",107043718,8.02956118524102
"262",1522,0.297,"old","RI",1,"chr14",107043718,8.02956118524102
"263",1523,0.237,"old","RI",1,"chr14",107043718,8.02956118524102
"264",1525,0.161,"old","RI",1,"chr14",107043718,8.02956118524102
"265",1527,0.207,"old","RI",1,"chr14",107043718,8.02956118524102
"266",1528,0.25,"old","RI",1,"chr14",107043718,8.02956118524102
"267",1530,0.201,"old","RI",1,"chr14",107043718,8.02956118524102
"268",1533,0.267,"old","RI",1,"chr14",107043718,8.02956118524102
"269",1540,0.258,"old","RI",1,"chr14",107043718,8.02956118524102
"270",1542,0.311,"old","RI",1,"chr6",170805979,8.23250306893647
"271",1544,0.216,"old","RI",1,"chr6",170805979,8.23250306893647
"272",1545,0.173,"old","RI",1,"chr2",242193529,8.38416253535065
"273",1546,0.151,"old","RI",1,"chr2",242193529,8.38416253535065
"274",1549,0.107,"old","RI",1,"chr2",242193529,8.38416253535065
"275",1563,0.344,"old","RI",1,"chr6",170805979,8.23250306893647
"276",1566,0.211,"old","RI",1,"chr1",248956422,8.39612333367711
"277",1582,0.201,"old","RI",1,"chrY",57227415,7.75760412898386
"278",1586,0.288,"old","RI",1,"chr17",83257441,7.92042305828438
"279",1587,0.195,"old","RI",1,"chr17",83257441,7.92042305828438
"280",1596,0.172,"old","RI",1,"chr1",248956422,8.39612333367711
"281",1604,0.246,"old","RI",1,"chr6",170805979,8.23250306893647
"282",1605,0.121,"old","RI",1,"chr6",170805979,8.23250306893647
"283",1606,0.232,"old","RI",1,"chr6",170805979,8.23250306893647
"284",1612,0.186,"old","RI",1,"chr6",170805979,8.23250306893647
"285",1621,0.259,"old","RI",1,"chr1",248956422,8.39612333367711
"286",1623,0.271,"old","RI",1,"chr6",170805979,8.23250306893647
"287",1624,0.223,"old","RI",1,"chr6",170805979,8.23250306893647
"288",1627,0.272,"old","RI",1,"chr6",170805979,8.23250306893647
"289",1628,0.3,"old","RI",1,"chr6",170805979,8.23250306893647
"290",1634,0.13,"old","RI",1,"chr6",170805979,8.23250306893647
"291",1641,0.208,"old","RI",1,"chr6",170805979,8.23250306893647
"292",1642,0.295,"old","RI",1,"chr6",170805979,8.23250306893647
"293",1651,0.162,"old","RI",1,"chr21",46709983,7.66940970922725
"294",1652,0.176,"old","RI",1,"chr21",46709983,7.66940970922725
"295",1653,0.162,"old","RI",1,"chr21",46709983,7.66940970922725
"296",1659,0.371,"old","RI",1,"chr6",170805979,8.23250306893647
"297",1661,0.13,"old","RI",1,"chr6",170805979,8.23250306893647
"298",1665,0.45,"old","RI",1,"chr17",83257441,7.92042305828438
"299",1666,0.378,"old","RI",1,"chr17",83257441,7.92042305828438
"300",1667,0.102,"old","RI",1,"chr17",83257441,7.92042305828438
"301",1671,0.179,"old","RI",1,"chr17",83257441,7.92042305828438
"302",1672,0.408,"old","RI",1,"chr17",83257441,7.92042305828438
"303",1673,0.208,"old","RI",1,"chr9",138394717,8.14111951193042
"304",1677,0.155,"old","RI",1,"chr22",50818468,7.70602156844408
"305",1682,0.24,"old","RI",1,"chr1",248956422,8.39612333367711
"306",1690,-0.286,"young","RI",0,"chr5",181538259,8.25896816613021
"307",1694,0.3,"old","RI",1,"chr2",242193529,8.38416253535065
"308",1707,0.149,"old","RI",1,"chr12",133275309,8.12474969811382
"309",1715,-0.201,"young","RI",0,"chr11",135086622,8.13061234177363
"310",1723,0.212,"old","RI",1,"chr5",181538259,8.25896816613021
"311",1735,0.23,"old","RI",1,"chr1",248956422,8.39612333367711
"312",1744,-0.105,"young","RI",0,"chr11",135086622,8.13061234177363
"313",1755,0.244,"old","RI",1,"chr5",181538259,8.25896816613021
"314",1757,0.3,"old","RI",1,"chr5",181538259,8.25896816613021
"315",1764,0.133,"old","RI",1,"chr19",58617616,7.76802815154529
"316",1768,-0.287,"young","RI",0,"chr19",58617616,7.76802815154529
"317",1779,0.201,"old","RI",1,"chr19",58617616,7.76802815154529
"318",1791,0.148,"old","RI",1,"chr12",133275309,8.12474969811382
"319",1792,0.29,"old","RI",1,"chr12",133275309,8.12474969811382
"320",1795,0.242,"old","RI",1,"chr12",133275309,8.12474969811382
"321",1797,0.197,"old","RI",1,"chr12",133275309,8.12474969811382
"322",1798,0.192,"old","RI",1,"chr12",133275309,8.12474969811382
"323",1799,0.238,"old","RI",1,"chr12",133275309,8.12474969811382
"324",1800,0.233,"old","RI",1,"chr12",133275309,8.12474969811382
"325",1802,0.253,"old","RI",1,"chr12",133275309,8.12474969811382
"326",1806,0.303,"old","RI",1,"chr19",58617616,7.76802815154529
"327",1813,0.22,"old","RI",1,"chr1",248956422,8.39612333367711
"328",1815,0.303,"old","RI",1,"chr2",242193529,8.38416253535065
"329",1817,0.141,"old","RI",1,"chr2",242193529,8.38416253535065
"330",1819,0.159,"old","RI",1,"chr2",242193529,8.38416253535065
"331",1823,0.288,"old","RI",1,"chr12",133275309,8.12474969811382
"332",1832,0.363,"old","RI",1,"chr5",181538259,8.25896816613021
"333",1836,0.357,"old","RI",1,"chr16",90338345,7.95587213001604
"334",1837,0.149,"old","RI",1,"chr16",90338345,7.95587213001604
"335",1838,0.228,"old","RI",1,"chr11",135086622,8.13061234177363
"336",1840,0.191,"old","RI",1,"chr12",133275309,8.12474969811382
"337",1852,0.25,"old","RI",1,"chr6",170805979,8.23250306893647
"338",1854,0.296,"old","RI",1,"chr6",170805979,8.23250306893647
"339",1856,0.196,"old","RI",1,"chr10",133797422,8.12644774555467
"340",1857,0.35,"old","RI",1,"chr19",58617616,7.76802815154529
"341",1862,0.166,"old","RI",1,"chr16",90338345,7.95587213001604
"342",1871,0.149,"old","RI",1,"chr5",181538259,8.25896816613021
"343",1877,0.143,"old","RI",1,"chr10",133797422,8.12644774555467
"344",1883,0.188,"old","RI",1,"chr12",133275309,8.12474969811382
"345",1889,0.225,"old","RI",1,"chr10",133797422,8.12644774555467
"346",1890,0.204,"old","RI",1,"chr10",133797422,8.12644774555467
"347",1891,0.215,"old","RI",1,"chr10",133797422,8.12644774555467
"348",1915,0.273,"old","RI",1,"chr17",83257441,7.92042305828438
"349",1918,0.138,"old","RI",1,"chr1",248956422,8.39612333367711
"350",1923,0.233,"old","RI",1,"chr19",58617616,7.76802815154529
"351",1925,0.144,"old","RI",1,"chr3",198295559,8.29731298791488
"352",1926,0.124,"old","RI",1,"chr1",248956422,8.39612333367711
"353",1945,0.134,"old","RI",1,"chr5",181538259,8.25896816613021
"354",1956,0.255,"old","RI",1,"chr6",170805979,8.23250306893647
"355",1965,0.149,"old","RI",1,"chr5",181538259,8.25896816613021
"356",1969,0.172,"old","RI",1,"chr14",107043718,8.02956118524102
"357",1978,0.238,"old","RI",1,"chr7",159345973,8.20234109243493
"358",1980,0.165,"old","RI",1,"chr17",83257441,7.92042305828438
"359",1981,0.169,"old","RI",1,"chr19",58617616,7.76802815154529
"360",1982,0.318,"old","RI",1,"chr18",80373285,7.90511171908335
"361",1993,0.118,"old","RI",1,"chr8",145138636,8.16178303730377
"362",1999,0.171,"old","RI",1,"chr11",135086622,8.13061234177363
"363",2002,0.142,"old","RI",1,"chr11",135086622,8.13061234177363
"364",2008,0.186,"old","RI",1,"chr4",190214555,8.27924374558948
"365",2009,0.262,"old","RI",1,"chr11",135086622,8.13061234177363
"366",2012,0.286,"old","RI",1,"chr6",170805979,8.23250306893647
"367",2014,0.246,"old","RI",1,"chr6",170805979,8.23250306893647
"368",2016,0.262,"old","RI",1,"chr6",170805979,8.23250306893647
"369",2038,0.102,"old","RI",1,"chr16",90338345,7.95587213001604
"370",2039,0.133,"old","RI",1,"chr16",90338345,7.95587213001604
"371",2051,-0.182,"young","RI",0,"chr6",170805979,8.23250306893647
"372",2052,0.215,"old","RI",1,"chr1",248956422,8.39612333367711
"373",2056,0.126,"old","RI",1,"chr17",83257441,7.92042305828438
"374",2059,0.159,"old","RI",1,"chr10",133797422,8.12644774555467
"375",2062,0.241,"old","RI",1,"chr11",135086622,8.13061234177363
"376",2063,0.366,"old","RI",1,"chr11",135086622,8.13061234177363
"377",2067,-0.178,"young","RI",0,"chr12",133275309,8.12474969811382
"378",2085,0.236,"old","RI",1,"chr2",242193529,8.38416253535065
"379",2090,0.318,"old","RI",1,"chr19",58617616,7.76802815154529
"380",2099,0.266,"old","RI",1,"chr22",50818468,7.70602156844408
"381",2103,0.13,"old","RI",1,"chr8",145138636,8.16178303730377
"382",2104,0.222,"old","RI",1,"chr8",145138636,8.16178303730377
"383",2105,0.193,"old","RI",1,"chr8",145138636,8.16178303730377
"384",2122,0.243,"old","RI",1,"chr10",133797422,8.12644774555467
"385",2125,0.197,"old","RI",1,"chr7",159345973,8.20234109243493
"386",2132,0.258,"old","RI",1,"chr1",248956422,8.39612333367711
"387",2133,0.105,"old","RI",1,"chr15",101991189,8.00856265476227
"388",2134,0.122,"old","RI",1,"chr3",198295559,8.29731298791488
"389",2137,0.225,"old","RI",1,"chr21",46709983,7.66940970922725
"390",2140,0.255,"old","RI",1,"chr4",190214555,8.27924374558948
"391",2141,0.206,"old","RI",1,"chr4",190214555,8.27924374558948
"392",2142,0.188,"old","RI",1,"chr4",190214555,8.27924374558948
"393",2144,0.187,"old","RI",1,"chr5",181538259,8.25896816613021
"394",2146,0.262,"old","RI",1,"chr4",190214555,8.27924374558948
"395",2149,0.116,"old","RI",1,"chr4",190214555,8.27924374558948
"396",2150,0.136,"old","RI",1,"chr2",242193529,8.38416253535065
"397",2152,0.16,"old","RI",1,"chr1",248956422,8.39612333367711
"398",2153,0.167,"old","RI",1,"chr3",198295559,8.29731298791488
"399",2159,0.139,"old","RI",1,"chr5",181538259,8.25896816613021
"400",2163,0.241,"old","RI",1,"chr17",83257441,7.92042305828438
"401",2164,0.215,"old","RI",1,"chr11",135086622,8.13061234177363
"402",2168,0.331,"old","RI",1,"chr3",198295559,8.29731298791488
